text,sentiment,score,date
"Підкажіть будь ласка з питанням: Я на момент початку війни перебував закордоном (виїхав за місяць до війни) чи маю я ПРАВО  на отримана параграфу 24 в Німеччині??
Бо одні кажуть не можу.. інші кажуть можна що там відбулися зміни у законі",1 star,0.3628939092159271,2025-04-03 07:24:39
Hallo❤️,5 stars,0.30857789516448975,2025-04-03 07:15:31
"Знаю людей, які взагалі в декількох країнах встигли пожити по прихистку, теж без проблем отримали 24 пар.",5 stars,0.26897215843200684,2025-04-03 07:08:11
Не знаю от чего это зависит у меня брат приехал после 2 лет жизни в Испании не каких проблем не было с миграционной и вопросов хотя часто говорят что откажут или ещё что-то 🤷‍♀️,4 stars,0.2581985592842102,2025-04-03 07:04:28
"Вчора ввечері таке саме питання було, прокрутіть стрічку вище.",1 star,0.545663595199585,2025-04-03 07:02:01
"Був захист в Ірландії 2 роки, 
Шанси є?",2 stars,0.30164504051208496,2025-04-03 07:00:44
"якщо не мали раніше захистів в інших країнах, постійно проживали в Україні на початку війни і маєте докази цього, то зможете отримати захист",4 stars,0.2873004972934723,2025-04-03 06:59:53
"Добрий ранок 
Можливо хтось планує поїздку в Україну чи з України є квиток 1800гр (40€) на фліксібус , любий напрямок",4 stars,0.47196123003959656,2025-04-03 06:54:51
"Зверніться краще у місцеві групи, так шанс знайти адекватну людину вищий",3 stars,0.3080762028694153,2025-04-03 06:54:30
"Приветствую!
Ищем специалистов, готовых к релокации в Анталию(Турция) на позицию:
**
☑️ Руководителя группы снабжения морского флота**

🟢**Требования:**
- Опыт работы в сфере морского снабжения международных рейсов не менее 1 года обязателен;
- Знание английского языка на уровне не ниже C1 (advanced);
- Образование высшее, желательно морское или техническое;
- Аналитический склад ума, умение работать с цифрами, отличные знания географии;
- Умение работать в команде, коммуникабельность, стрессоустойчивость;
- Умение управлять командой не менее 5 человек;
- Готовность подключаться к внештатным ситуациям в любое время.

🟢**Основные обязанности/функционал:**
- Организация и контроль снабжения морского международного флота;
- Организация работы группы по международному морскому снабжению;
- Мониторинг рынка поставщиков, поиск оптимальных предложений по ценам и качеству;
- Контроль всех процессов в работе и качества их результатов;
- Ведение отчетности, работа с данными;
- Ведение переговоров с контрагентами;
- Участие в решении сложных и/или нестандартных задач, возникающих в работе команды;
- Взаимодействие с другими отделами компании.

☑️** Менеджер по снабжению морского флота**

**🟢****Требования:**
- Опыт работы в морской сфере снабжения от 1 года
- Знание английского языка на уровне не ниже В2
- Знание MS Office, 1C: Предприятие
- Умение работать в команде, коммуникабельность, стрессоустойчивость
- Образование не ниже среднего специального
**
**🟢**Основные обязанности/функционал:**
- Организация и контроль снабжения флота необходимыми материалами и оборудованием
- Заключение договоров с поставщиками, контроль исполнения договорных обязательств
- Мониторинг рынка поставщиков, поиск оптимальных предложений по ценам и качеству
- Контроль качества и сроков доставки товаров и услуг
- Работа с документами и отчетностью
- Взаимодействие с другими отделами компании

💁🏻‍♀️ Работа из офиса в Анталии(Турция)
💵  ЗП: обсудим на интервью
💬 Знание языков – русский и английский
📱 Для быстрой связи: 
ТГ: @VladaabalV
WhatsApp: +380 68 682 7214

❗️Пожалуйста, присылайте ваши CV
кандидатов без резюме не рассматриваем❗️",5 stars,0.48719385266304016,2025-04-03 06:38:18
"Ви іноземець, як я зрозуміла (в сенсі, не українець)? Вибачте, трішки вас виправлю: ""айбан"" прийнято казати,  бо ""їбан"" українською звучить як матюкливе, нецензурне слово. Ще раз перепрошую 😊",1 star,0.6653487682342529,2025-04-03 06:36:48
"вот из-за таких людей как вы, нас и не любят и гребут под одну гребенку.",1 star,0.5892660617828369,2025-04-03 06:11:01
Та это жесть читаю и в шоке,1 star,0.3576350212097168,2025-04-03 06:10:15
"Кто из немцев Вас так обидел? Сказать человеку, что его мозг работает как старый принтер это по Вашему не нагрубить? 
И после этого Вы ж наверное ждете что Вам будут все быстро и правильно оформлять.",5 stars,0.44316479563713074,2025-04-03 06:04:36
"Автобусні квитки до 🇩🇪 Німеччини
🇵🇱 Польщі, 🇮🇹 Італії, 🇪🇸 Іспанії та інших країн ЄС!
🚌 Регулярні рейси автобусами для міжнародних сполучень
✅ Зручне та безкоштовне бронювання місця
✅ Понад 10 тисяч унікальних напрямків руху
✅ Зручний час виїзду та прибуття.
📲 Контактний номер вашого персонального менеджера:
 +380733000200
👌🏼 Зручно, швидко та надійно!
#contra_bus - обери свій маршрут",5 stars,0.7536764740943909,2025-04-03 06:02:25
"💄✨ Beauty NRW – твій головний б’юті-чат у регіоні! ✨💅

Шукаєш круті beauty-послуги або хочеш знайти клієнтів, роботу чи співробітників? Тоді тобі до нас! 🚀

💜 Понад 5000 учасників у землі NRW вже з нами!
🔍 Шукай майстрів та бронюй послуги!
💼 Знаходь роботу або розміщуй вакансії!
📢 Просувай свої послуги та розширюй базу клієнтів!

Приєднуйся до нашої дружньої beauty-спільноти прямо зараз! 🥰👇

💬 Вступай у чат: [https://t.me/BeautyNRW](https://t.me/BeautyNRW)

📩 Контакт для співпраці: @nrwbeauty2",5 stars,0.6310845017433167,2025-04-03 05:58:48
"доброго дня!
у мене була зміна прізвища, відповідно зміна закордонного паспорту. 
пластик на старому прізвищі і просрочений)
на паспортному контролі показую обидва паспорти і пластик, все без проблем )",5 stars,0.5648557543754578,2025-04-03 05:58:38
"Так это понятно,я и не говорю что будет пенсия,я говорю что всю жизнь на пособии не просидит,нужно искать работу но человеку за 2400 работать не хочется потому что это копейки за то на 560 шикует",2 stars,0.2872779667377472,2025-04-03 05:52:58
Не придумуйте. Не буде ніякої пенсії якщо сидіти на допомозі. Так само залишиться та сама допомога. Яка змінюватиметься в залежності від економічного стану країни.,1 star,0.3817816376686096,2025-04-03 05:51:34
"Я в курсе,напишите какую работу нашли не за копейки",1 star,0.3111219108104706,2025-04-03 05:30:32
Вы сколько в Германии?За пол года думаете курс пройдете и будете 5000 получать?😂,1 star,0.5336388945579529,2025-04-03 05:22:50
"Доброго дня, шукаю людину, яка допоможе знайти і зняти квартиру для бабусі в Німеччині (Баден-Вюртемберг) (я зараз в Китаї, не можу цим зайнятися). Бажано щоб людина знала німецьку та розбиралася в цих сайтах. 

Звичайно віддячимо фінансово за допомогу🤝",4 stars,0.40217316150665283,2025-04-03 05:17:21
"Здравствуйте, а можно и мне ссылку на эту группу?",5 stars,0.22814220190048218,2025-04-03 05:16:39
"Добрий ранок 
Збираюсь приїхати в Німеччину в квітні перший раз . 
Які вимоги змінилися після 25 березня 2025 року? 
Чи можу розраховувати на захист ? Чи дозвіл проживання?",4 stars,0.3252359628677368,2025-04-03 05:14:43
Даже боюсь представить кем вы собрались работать что бы вам миллионы платили?Сколько в Германии что ещё язык не выучили? Сколько лет вам нужно что бы выучить?Никто не говорит до пенсии но нужно с чего-то начинать.,1 star,0.38492369651794434,2025-04-03 05:12:42
До пенсии сидеть на пособии?Или может у вас пособие больше?😂😂,1 star,0.3846842646598816,2025-04-03 04:59:02
"Доброго ранку якщо ваша машина в повному порядку то проблем перейти на нім.номера не буде,якщо будуть якісь недоліки при їхній перевірці то потрібно буде ремонтувати, але враховуйте що вам це обійдеться десь в 300 євро помінять номери,їздити на наших номерах дозволено 1 рік після в'їзду.Після обміну кожного місяця обов'язкова плата за дороги.А взагалі кажуть можна машину купити тут не дорого.Но +в тому що за вами остається право українських номерів тобто якщо вони вам потім знадобляться то не прийдеться розмитнювати авто для повернення.",1 star,0.3405052125453949,2025-04-03 04:53:17
Чекаю з березня 2024 р.,1 star,0.3854959011077881,2025-04-03 04:45:13
Ищите на специальных сайтах с вакансиями типа Indeed Stepstone,4 stars,0.2986389398574829,2025-04-03 04:23:34
"Если карта ПриватБанк, там есть ""довідки""",1 star,0.28863126039505005,2025-04-03 04:23:19
Отпуск на Дц составляет 21 день в календарном году.,1 star,0.3908487558364868,2025-04-03 04:10:47
"Я вам в личные сбросила ссылку на группу для людей с проблемами здоровья,в том числе с опорно - двигательной  системой.",5 stars,0.2418888956308365,2025-04-03 04:09:56
"Підскажіть будь ласка чи по карті побуту я можу їхати до Німеччини працювати? Якщо ні, то які наслідки. Якщо так то які документи маю я мати щоб не втратити карту побуту) і не бути депортованою з Німеччини. Дуже дякую Вам",1 star,0.4624570906162262,2025-04-02 23:31:28
"Підскажіть будь ласка чи по карті побуту я можу їхати до Німеччини працювати? Якщо ні, то які наслідки. Якщо так то які документи маю я мати щоб не втратити карту побуту) і не бути депортованою з Німеччини. Дуже дякую Вам",1 star,0.4624570906162262,2025-04-02 23:27:17
Любі друзі допоможіть будь ласка знайти роботу у Берліні(бажано склади)без знання мови але щоб не шахраї всім щасти😊,4 stars,0.4579539895057678,2025-04-02 23:24:09
"так, ""їбан"" не празює як віза. все нормально, назваеться Lastschriftverfahren. Термінали, які хотять ваше підписання теж працюють через Lastschrift. 

Але це може стати проблемою, якщо грошей немає та Lastschrift трапляється паралельно.",2 stars,0.4100332260131836,2025-04-02 22:06:03
"Да, нормально. Если не спишут со счета завтра или в пятницу, то уже тогда на следующей неделе. Транзакции в выходные дни не проходят.",1 star,0.4312140941619873,2025-04-02 21:54:35
"я не знав як писати Forderung / einfordern, але я думаю це зрозуміло.",3 stars,0.2996577322483063,2025-04-02 21:44:56
"вашій дочкі портібен проситися Bürgergeld / Sozialhilfe як ви. бо вона живе на ваше утриманство, вона не має право на гроші (можливо заплатять ій символічну суму)

АЛЕ: якщо вона стала Leistungsempfänger'ом, подбають про майбутні вимоги кранкенкаси.

На жаль, дотеперішні вимоги все ще прилипнують на ній.

скажіть мені відколи ій 23 років, щоб уможливлювати прогноз того, що AOK вимагатиме.",3 stars,0.32778897881507874,2025-04-02 21:41:01
"10 000 украинцев заграницей объединились в бьюти чате. 

Вы можете :
🔹найти мастера
🔹найти клиентов
🔹разместить вакансии
🔹делиться полезной информацией

Добавляйтесь 🙌🏻
https://t.me/beauty_masters_from_ua


Также, есть бьюти чат Германии https://t.me/germany_masters_from_ua",1 star,0.2563292682170868,2025-04-02 21:21:33
"то есть это нормально? 
просто испугалась, чтоб штрафа не было потом",1 star,0.6961570382118225,2025-04-02 21:15:59
"Если Вы сейчас купили, то тут не как в Украине, моментально ничего не списывается, может снять через пару дней, а то и неделю.",1 star,0.7196570038795471,2025-04-02 21:12:23
"так вот в самом билете указано, что якобы оплачено 02.04 и время..",1 star,0.5095853209495544,2025-04-02 21:11:30
"здравствуйте, подскажите пожалуйста почему не снимает деньги за дойч тикет? 
первый раз брала, все ввела верно, сам тикет появился в дойчебан, но деньги не сняло..",1 star,0.3555179834365845,2025-04-02 21:09:53
Можливо хтось знає чи приймають ще в Баден Баден ?,1 star,0.28924813866615295,2025-04-02 20:46:16
"Уточните,может то 28 на социоламте. Удачи!)",4 stars,0.2732420265674591,2025-04-02 20:43:12
"А точно, перед новым роком, десь відкрив там Тагесконто, й поклав туда невелику суму. і вже пару раз отримав проценти в 1,3-1,5€ 😊 
Може як більше покласти, то й проценти вищі будуть.",1 star,0.39627569913864136,2025-04-02 20:41:59
"Супер, спасибо Вам большое! У меня есть это приложение,  я его имела ввиду.  Нам вроде бы говорили 21 день отпуска. Нужно перепроверить информацию.
Благодарю Вас! 🙏🏻",5 stars,0.7661578059196472,2025-04-02 20:41:23
Ищу квартиру в городе Дуйсбург мама двое детей из школьного возраста если у кого-то есть какие-то рекомендации пожалуйста дайте буду очень благодарна🙏,4 stars,0.318636029958725,2025-04-02 20:40:56
"У нас SRW в шпаркассе снимает за пользование картой 10 ойро, даже если просто просмотрели баланс, а выплат ещё никаких не было от ДЦ уже 3 месяца",1 star,0.3960254192352295,2025-04-02 20:40:12
"Электронка уже не действует,все через ДЦ диджитал приложение. Отправляете на согласование отпуск. В год можно 28 дней. И едете куда хотите,адрес можно не указывать,хоть в Зимбабве. Главное,дождитесь ответа бератора,и потом как приедете обратно,сообщить им,что вернулись. Ну и не опаздывать.",1 star,0.8619970679283142,2025-04-02 20:35:39
"Спасибо Вам, немного успокоили. А перед тем как ехать, нужно, наверное, на термин записаться? Или написать им по электронной почте лучше? Если знаете, конечно. Спасибо.",1 star,0.4942888617515564,2025-04-02 20:33:00
"Це 50/50, пока що ще почекаю",5 stars,0.4154321253299713,2025-04-02 20:31:39
Работа  (самообеспечение) и учёба (аусбилдунг и выше),4 stars,0.3974182903766632,2025-04-02 20:31:04
"Нет,такого не будет,скажете,что авто нужно для передвижения,это не роскошь,а необходимость. Продадите,условно за 3к$,то и тут примерно на эту сумму и берите,чтоб не придрались,что у вас лишние деньги есть на машину.",1 star,0.6097865700721741,2025-04-02 20:29:00
"Спасибо большое! Согласна, главное, чтобы не сказали, раз деньги есть, проедайте свои)",5 stars,0.44078198075294495,2025-04-02 20:27:13
"буде робота, будуть і нові документи з дозволом на працю, а такі як ви не потрібні ніде",5 stars,0.4270450472831726,2025-04-02 20:26:32
"Да,сказать обязательно,показать сумму продажи и купить здесь же на такую сумму примерно. В германии можно купить лучше авто.",3 stars,0.37996914982795715,2025-04-02 20:25:40
Тільки на свій страх і ризик. А в Ірландії хіба так погано? Чому хочете переїхати?,1 star,0.4373928904533386,2025-04-02 20:24:25
"Друзья, добрый вечер! Очень нужен ваш совет)

Заехала в Германию на машине,  в Джобцентре этот момент  зафиксирован. Но т.к. машинка старенькая, постоянно ломается, и ТО я здесь не пройду, и переоформлять нет смысла, собираюсь поехать в Украину и продать её.  Потом, возможно, купить здесь на местных номерах. 

Как быть в этом случае с Джобцентром?
Нужно ли им говорить, что продала машину? Не скажут ли они, что раз у вас есть деньги, то и живите на них? Если ничего не говорить, а потом поставить перед фактом, что у меня теперь другая машина, не будет ли вопросов? В общем, как быть? Как правильно сделать? У кого был такой опыт? Машина не дорогая. 
Заранее благодарю! 🙏🏻♥️",1 star,0.24685965478420258,2025-04-02 20:23:33
"Я зрозуміла, але хвилююся так як з маленькою дитиною, і народжувати скоро..",2 stars,0.4417436718940735,2025-04-02 20:23:24
"лагерю все равно откуда вы приехали, а вот миграционная служба будет потом решать давать защиту или нет",1 star,0.40341949462890625,2025-04-02 20:23:13
"Ірландія - країна-член ЄС, вірогідність надання притулку в Німеччині є. Але 100% гарантії немає, на жаль. Маєте закрити прихисток в Ірландії та всі документи/інстанції перед тим, як переїжджати.",1 star,0.5195021629333496,2025-04-02 20:21:54
Поїдете додому,5 stars,0.40652593970298767,2025-04-02 20:21:26
"Буде робота скорочать виплати, швидше за все. А якщо після 2026 року не продовжать документи, що тоді?",2 stars,0.352855920791626,2025-04-02 20:20:49
"звичайно складно, якщо сидіти на виплатах і її не шукати",3 stars,0.48643794655799866,2025-04-02 20:18:35
Після Ірландії,5 stars,0.28686872124671936,2025-04-02 20:18:32
"Дивлячись, після якої.",3 stars,0.2858945429325104,2025-04-02 20:18:12
"Те, що їх прийняв табір, зовсім не означає, що їм дадуть 24 параграф. Це буде вирішувати міграційна пізніше.",1 star,0.35539937019348145,2025-04-02 20:17:10
"здесь нет работодателей, работу ищут на спец сайтах типа Indeed Stepstone, здесь вам напишут максимум это мошенники или какие то схемы незаконные типа скама",1 star,0.6142058372497559,2025-04-02 20:16:47
"🟢⚪️🔴
📣 **Запрошуємо усіх хто має відношення до міста Пловдив Болгарія та області до нашої групи.

Деталі проживання, оренда, навчання, медицина і мінімум реклами.

  У нас завжди актуальна інформація та живе спілкування.!
Тисни⬇️**
https://t.me/UAinplovdiv",5 stars,0.6430178880691528,2025-04-02 20:16:03
Серйозної пропозиції тут не знайдеш. Вам доведеться шукати деінде...,2 stars,0.26837870478630066,2025-04-02 20:10:37
Шо він робить?,3 stars,0.34485772252082825,2025-04-02 20:09:29
"Зрозуміла, дякую)",5 stars,0.27071917057037354,2025-04-02 20:08:48
"Пишут, что в свете новых изменений и дополнений теперь будут предоставлять услуги ДП Документ без требований обновлённых военноучетных данных в Резерве+. Вас теперь прямо в ДП Документ поставят на военный учёт и обновят ваши данные",1 star,0.2316964566707611,2025-04-02 20:08:26
"Шукаю роботу, земля Брандебург та Берлін, 
Мені 22 роки, великий досвід в сфері обслуговування, готова навчатись чомусь новому",5 stars,0.6668285727500916,2025-04-02 20:06:35
"Не всюди, але наприклад в мене в Баварії питали про докази",3 stars,0.47617265582084656,2025-04-02 20:06:13
"Потрібно не просто житло, а саме прописка. З неї починається оформлення.",3 stars,0.3564436733722687,2025-04-02 20:05:53
Это спрашивают на третьем трансфере в миграционной службе.Уже когда вам найдут социал жилье,1 star,0.45296406745910645,2025-04-02 20:05:02
"Это лагерь первой регистрации потом вам сделают трансфер,а там как попадет.Мы были в Трир тоже прекрасно было,попали в Хан после него ну не плохо но ощущение что на зоне",3 stars,0.2754037380218506,2025-04-02 20:04:01
В нас на даному етапі нічого не питали,5 stars,0.3758258819580078,2025-04-02 20:03:44
Підскажіть будь ласка чи потрібні якісь докази проживання в Україні до  війни?,1 star,0.31603381037712097,2025-04-02 20:03:03
"Но да все хотят сидеть и получать деньги,но извените надо работать(пахать)что бы что то иметь",3 stars,0.29862505197525024,2025-04-02 20:02:52
"Ну тут не знаю, скоріше за все так, бо поки роблять документи вас возять на флюрографію, обслідування",1 star,0.31104108691215515,2025-04-02 20:02:42
"Дивіться, ми наразі 2 неділі тут ,а потім ділять на інші лігері.
Але умови тут хороші, 3 рази на день приносять їжу, ми тут в окремих будиночках по 8+- людей в кожному, є кімнати на 2 , а є і на 4 людини,кому як повезе.
Холодильник , стіралка + сушилка є , всі базові речі видають (зубна щітка шампунь і т.д), Недалеко парк, магазини.
Їсти готувати тут не можна",4 stars,0.37439194321632385,2025-04-02 20:01:23
А причем тут язык?В моего мужа уровень языка А2 и да ЗП 2400 кто хочет тот находит,1 star,0.339262992143631,2025-04-02 20:01:15
Наприклад якщо є є де тимчасово пожити,3 stars,0.3539382219314575,2025-04-02 19:58:46
"Дяк за відповідь,умови проживання нормальні,їжу самі готуєте?",2 stars,0.3681241571903229,2025-04-02 19:57:25
А  лагерь це є обовʼязково?,3 stars,0.29425305128097534,2025-04-02 19:57:11
"Так, 60 євро на тиждень кожен вівторок, тому рекомендую приїзжати неділя-понеділок)",5 stars,0.3589089512825012,2025-04-02 19:56:16
"Зі мною дві жіночки, які були і в Швейцарії , і в Чехії , тому так 😁",5 stars,0.2781760096549988,2025-04-02 19:55:16
"Вітаю,скажіть вам платять кишенькові гроші ?",1 star,0.5613894462585449,2025-04-02 19:54:40
Чи приймають після іншої країни?,1 star,0.4014433026313782,2025-04-02 19:54:19
"Бохум ще приймає, а потім розвозять по лагерям,  якраз зараз в лагері Ґютерсло знаходжусь",3 stars,0.23124991357326508,2025-04-02 19:52:03
Чому ви так зразу? Не всі приїхали в Німеччину зразу з німецькою на C1 і зп 2000-2500€,1 star,0.5586838722229004,2025-04-02 19:51:42
"Добрый вечер. Просроченный паспорт с вклейкой 24-го параграфа, получили новый. Как выезжать за пределы Германии? Показывать просроченный с визой и новый паспорт одновременно? Кто-то сталкивался с таким?",1 star,0.3297693133354187,2025-04-02 19:51:19
"Добрый вечер! Завтра мне нужно совершить поездку на поезде вместе с велосипедом. Я только недавно приехал в Германию и пока не разбираюсь в системе билетов. Могли бы вы помочь мне разобраться, какие билеты необходимо приобрести?",5 stars,0.5509268045425415,2025-04-02 19:44:26
Доброго вечора Підскажіть будь ласка які землі зараз приймають і чи обов’язково потрібно жити в Лагері щоб отримати житло ?,5 stars,0.38696253299713135,2025-04-02 19:40:26
Саме так - саме тому він не відповідає сам собі 😉,1 star,0.587589681148529,2025-04-02 19:17:34
Добрый вечер прошу помощи переводчика для оформления ребенка в школу требуют в бюргер бюро. Bad Marienberg.Rheiland Pfalz,5 stars,0.357936829328537,2025-04-02 19:13:35
"Мучать?В Украине работали и не мучались, а тут как на работу гонят вся издеваются над людьми.Зажрались",1 star,0.5267215967178345,2025-04-02 19:09:00
Здравствуйте! Подскажите пожалуйста перевозчиков которые могут привести медикаменты в Германию?,4 stars,0.32412394881248474,2025-04-02 19:08:17
Я ищу работу у кого-то есть варианты или возможно кто-то знает?,3 stars,0.2784857451915741,2025-04-02 19:07:06
"Ну там же ссылка, по которой он получит премию😐",3 stars,0.25081297755241394,2025-04-02 19:02:09
І ви самі не отримуєте від цього вигоду?,1 star,0.6415672898292542,2025-04-02 18:50:53
Є трохи,3 stars,0.4429766535758972,2025-04-02 18:42:38
"Ви вже спец напевно в цій справі, і знаєте мову😔",5 stars,0.5490025877952576,2025-04-02 18:41:57
"Я працюю тут вже 12 років, тому відповіла з власного досвіду. Дівчина спитала за роботу з нормальною зарплатою. Якщо у Вас є щось для неї - будь ласка, порадьте",5 stars,0.34577614068984985,2025-04-02 18:38:56
"В германит сотни разных банков. Что мешает найти тот, где нет комиссии? Не понимаю почему все так в шпаркассу кинулись и постоянно на нее жалуются, но дальше продолжают пользоваться. 
Есть банки которые вам даже еще 50-100 евро одноразовой премии за открытия там счета заплатят, commerzbank, comdirect… 
Реально, лишь бы сидеть и жаловаться",1 star,0.4473316967487335,2025-04-02 18:38:24
"Я искала работу, а женщина ищет нормальную зарплату. 
Вот и вся разница. 🌞",1 star,0.4165034592151642,2025-04-02 18:35:31
Ну то порекомендуйте дівчині,3 stars,0.32777413725852966,2025-04-02 18:31:55
"Не выдумывайте , было бы желание работать. 
Я имею сертификат А2 , в реалии почти 0. Работаю второй год. 95% моих коллег-поляки)) 
На зарплату не жалуюсь )",1 star,0.6482316851615906,2025-04-02 18:30:02
Ну откажитесь от пособия. Вас никто не заставляет получать помощь.,1 star,0.3418351113796234,2025-04-02 18:29:09
"Как в Украине НП. Но надо активировать в приложении, прийдёт письмо и привязать своё устройство (телефон).
Можно выставить в проге, куда посыль уедет в случае невозможности вручения. Почтальон оставит одноразовый штрих-код для открытия камеры.
Post & DHL, кроме посылок можно активировать отслеживание писем Deutsche Post, что очень удобно.",4 stars,0.41057124733924866,2025-04-02 18:28:49
"Это запрещено. Каждый, кто хочет получать зарплату или пособие, должен согласиться на разводилово. Такие правила.",1 star,0.7781618237495422,2025-04-02 18:28:29
"Ну так не доверяйте, распоряжайтесь ими сами. Бесплатно.",5 stars,0.444759726524353,2025-04-02 18:27:41
"Развод в том, что народ оказывает банку услуги, доверяя им распоряжаться своими средствами, а банк ещё и за это деньги берет. Вопиющая наглость.",1 star,0.3675309121608734,2025-04-02 18:27:05
"Шановні члени групи,

Чи можливо у Кельні оформити закордонний паспорт громадянина України без застосунку “Резерв+”?

Дякую за інформацію.",1 star,0.34960460662841797,2025-04-02 18:26:09
"Но это ваше право: не хотите-не пользуйтесь. Вас никто не обманывает, в чем именно развод?",1 star,0.47614768147468567,2025-04-02 18:24:44
"Такого разводилова давно не встречал. Что не банк, то платный.",1 star,0.5006651282310486,2025-04-02 18:22:35
"Доброго вечора. 
Шукаю українсько-німецького перекладача для співпраці.
Бажано щоб проживав в Німеччині. 
За деталями пишіть в приват.
Дякую",4 stars,0.4766046106815338,2025-04-02 18:20:34
"якщо ви зверху праворуч натиснете на кнопку, то в закріплених повідомленнях побачите сайти для пошуку роботи.",3 stars,0.3340514898300171,2025-04-02 18:15:43
"Во-первых, как ни странно, да, в стране рынок.

Во-вторых, если будете читать в оригинале, то увидите, что речь идёт о различных SPK,так как в каждой коммуне они - отдельные организации, выполняющие öffentlicher Auftrag. 

Поэтому у каждой SPKсвои продукты и свои тарифы обслуживания",2 stars,0.23566539585590363,2025-04-02 18:15:07
"Впервые вижу такое отношение. В спаркассе назначают ту комиссию за обслуживание, которая придет в голову сотруднику. Как на рынке.",5 stars,0.4317900538444519,2025-04-02 18:11:49
Пока не жаліюсь. Терпимо,1 star,0.5807650685310364,2025-04-02 18:10:00
"Ви ж постійно жалієтесь як тут все погано і що вас тут тільки виплати тримають, а вже подобається",5 stars,0.48940327763557434,2025-04-02 18:08:57
Мені тут подобається.,4 stars,0.4041176438331604,2025-04-02 18:07:10
Яким саме чином мучити? Ніхто в Німеччині ж не тримає.,1 star,0.6358491778373718,2025-04-02 18:03:17
"В мене не получається, я не схильний до мов 😔",2 stars,0.4219031035900116,2025-04-02 17:57:47
Важко її вивчати?,3 stars,0.39301592111587524,2025-04-02 17:56:55
"Автобусні квитки до 🇩🇪 Німеччини
🇵🇱 Польщі, 🇮🇹 Італії, 🇪🇸 Іспанії та інших країн ЄС!
🚌 Регулярні рейси автобусами для міжнародних сполучень
✅ Зручне та безкоштовне бронювання місця
✅ Понад 10 тисяч унікальних напрямків руху
✅ Зручний час виїзду та прибуття.
📲 Контактний номер вашого персонального менеджера:
 +380733000200
👌🏼 Зручно, швидко та надійно!
#contra_bus - обери свій маршрут",5 stars,0.7536764740943909,2025-04-02 17:56:27
Зараз все складно з нормальними роботами,2 stars,0.3511412739753723,2025-04-02 17:56:09
Краще б контакти зразу власника.,5 stars,0.26338231563568115,2025-04-02 17:52:44
"Шукаю дім чи квартиру, де можна приписаться в місті Кассель, або десь поблизу. Буду дуже вдячний за інформацію, якщо може хтось десь знає.",5 stars,0.4481586217880249,2025-04-02 17:50:04
Зрозуміла,4 stars,0.3242231607437134,2025-04-02 17:49:20
"Якщо Ви маєте на увазі нетто, то у Вас має бути спеціальність, визнана або здобута в Німеччині, плюс рівень мови хоча б Б2, а також бажано стаж.",3 stars,0.4006761908531189,2025-04-02 17:49:05
"Тоді якщо щось цікаве знайдете, то дайте знати😁",3 stars,0.34670019149780273,2025-04-02 17:48:40
Бажано нетто,1 star,0.31384769082069397,2025-04-02 17:48:02
Брутто чи нетто?,1 star,0.5793808698654175,2025-04-02 17:47:40
На початок можете скористатися допомогою та походити спокійно на курси німецької,4 stars,0.3499062955379486,2025-04-02 17:47:18
Від 2000 тисяч євро,1 star,0.38809725642204285,2025-04-02 17:46:52
"Не спішіть працювати, тут все повільно.",5 stars,0.339571475982666,2025-04-02 17:41:34
"Пока, що нічого не казали за допомогу. Поступає стабільно, як і раніше. Дуже погано що вони хочуть почати мучити людей😔",5 stars,0.6222390532493591,2025-04-02 17:40:02
Це не тільки від них носять,5 stars,0.3649904131889343,2025-04-02 17:36:56
Тайланд швидше за все. Тоже рекомендують В'єтнам. Наразі думаю,5 stars,0.3608270585536957,2025-04-02 17:31:29
Супер новина,5 stars,0.45038866996765137,2025-04-02 17:28:32
Яка для Вас нормальна зарплата?,1 star,0.4451582431793213,2025-04-02 17:24:03
Дякую!,1 star,0.27151012420654297,2025-04-02 16:58:42
Вот типа так везде можно указать где оставить.Когда делаете заказ и отследить есть графа то заходите и смотрите какая доставка вам везёт посылку и там когда вбиты данные сразу можете изменить где можно оставить,1 star,0.25421056151390076,2025-04-02 16:51:44
"А де це можна вказати (там просто адреса вказується, на Алі)? Щось мілке можуть і в поштову скриньку кинути?",1 star,0.3840608298778534,2025-04-02 16:49:11
тут не підкажу точно - у нас в селі таких нема),1 star,0.24596647918224335,2025-04-02 16:46:30
А ящики типа почтоматы дхл которые у магазинов стоят как работают ?,2 stars,0.33090639114379883,2025-04-02 16:46:07
"На букінгу або airbnb дивіться апарти або готель, або хостел, якщо бюджетно. Табори і вночі приймають, охорона заселяє, оформлення вже в робочий час буде (але не впевнена за всі табори).",4 stars,0.36656633019447327,2025-04-02 16:45:55
"так, є відділення цих компаній в містах, або залишать папірець з повідомленням, що не доставили і заберіть за адресою такою-то, ао взагалі залишать під дверима",1 star,0.5674687623977661,2025-04-02 16:45:05
"В заказе указывайте что бы оставили соседям,или у двери ну или в гараже.Не укажете потом надо ехать в пункт где они оставят и забирать",4 stars,0.25426989793777466,2025-04-02 16:45:00
"А якщо нікого не буде вдома? Є якісь точки видачі, можливо? Як в Україні.",3 stars,0.2690672278404236,2025-04-02 16:43:53
"Здравствуйте. Скажите, кто в теме? Если приехал в Германию поздно, то можно найти где-то переночевать?
Что бы на следующий день с самого утра поехать в лагерь? Не может быть таких ньюансов, что потом не примут?",4 stars,0.3652912378311157,2025-04-02 16:43:37
